,name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
22,O'Hare Chicago,2021-11-01T22:00:00,40.0,36.0,26.6,58.44,0.0,0.0,,0.0,0.0,,5.7,281.0,1026.2,89.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
23,O'Hare Chicago,2021-11-01T23:00:00,40.0,36.8,26.6,58.6,0.0,0.0,,0.0,0.0,,4.6,262.0,1026.1,100.0,9.9,,,,,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
24,O'Hare Chicago,2021-11-02T00:00:00,39.0,34.8,25.9,58.98,0.0,0.0,,0.0,0.0,,5.8,262.0,1026.0,50.3,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
25,O'Hare Chicago,2021-11-02T01:00:00,37.2,32.6,24.9,60.66,0.0,0.0,,0.0,0.0,,5.9,262.0,1026.2,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
26,O'Hare Chicago,2021-11-02T02:00:00,36.1,30.6,24.8,63.2,0.0,0.0,,0.0,0.0,,6.9,270.0,1026.3,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
27,O'Hare Chicago,2021-11-02T03:00:00,35.2,28.9,24.8,65.58,0.0,0.0,,0.0,0.0,,7.8,271.0,1026.6,31.4,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
28,O'Hare Chicago,2021-11-02T04:00:00,35.1,29.2,24.0,63.77,0.0,0.0,,0.0,0.0,,7.0,281.0,1026.7,26.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
29,O'Hare Chicago,2021-11-02T05:00:00,33.3,27.1,24.0,68.53,0.0,0.0,,0.0,0.0,,6.9,282.0,1027.0,25.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
30,O'Hare Chicago,2021-11-02T06:00:00,33.3,27.2,24.0,68.53,0.0,0.0,,0.0,0.0,,6.8,290.0,1027.4,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
31,O'Hare Chicago,2021-11-02T07:00:00,32.1,25.8,24.9,74.42,0.0,0.0,,0.0,0.0,,6.8,280.0,1027.6,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
32,O'Hare Chicago,2021-11-02T08:00:00,33.2,27.2,25.0,71.32,0.0,0.0,,0.0,0.0,,6.7,280.0,1027.8,24.5,9.9,19.0,0.1,0.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
33,O'Hare Chicago,2021-11-02T09:00:00,36.1,30.6,26.8,68.8,0.0,0.0,,0.0,0.0,,6.8,289.0,1028.2,24.5,9.9,152.0,0.5,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
34,O'Hare Chicago,2021-11-02T10:00:00,39.0,32.9,26.9,61.41,0.0,0.0,,0.0,0.0,,9.1,281.0,1028.5,24.5,9.9,318.0,1.1,3.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
35,O'Hare Chicago,2021-11-02T11:00:00,42.3,35.6,28.0,56.63,0.0,0.0,,0.0,0.0,,12.5,300.0,1028.6,24.5,9.9,250.0,0.9,3.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
36,O'Hare Chicago,2021-11-02T12:00:00,44.1,38.3,26.8,50.22,0.0,0.0,,0.0,0.0,20.8,11.4,301.0,1028.4,47.1,9.9,146.0,0.5,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
37,O'Hare Chicago,2021-11-02T13:00:00,45.2,39.8,25.6,46.09,0.0,0.0,,0.0,0.0,20.2,10.7,298.0,1027.5,88.7,9.9,185.0,0.7,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
38,O'Hare Chicago,2021-11-02T14:00:00,44.4,39.9,22.0,40.66,0.0,0.0,,0.0,0.0,23.0,8.2,290.0,1026.8,46.1,9.9,131.0,0.5,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
39,O'Hare Chicago,2021-11-02T15:00:00,46.2,40.5,22.7,39.12,0.0,0.0,,0.0,0.0,20.9,12.7,281.0,1026.7,48.3,9.9,445.0,1.6,4.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
40,O'Hare Chicago,2021-11-02T16:00:00,46.3,40.0,21.8,37.67,0.0,0.0,,0.0,0.0,23.0,14.5,279.0,1026.5,50.0,9.9,355.0,1.3,4.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
41,O'Hare Chicago,2021-11-02T17:00:00,45.2,39.6,22.8,40.8,0.0,0.0,,0.0,0.0,20.8,11.5,271.0,1026.5,88.7,9.9,140.0,0.5,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
42,O'Hare Chicago,2021-11-02T18:00:00,44.2,39.2,22.8,42.46,0.0,0.0,,0.0,0.0,,9.0,281.0,1026.7,83.9,9.9,14.0,0.1,0.0,,Partially cloudy,partly-cloudy-night,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
43,O'Hare Chicago,2021-11-02T19:00:00,42.3,38.4,23.9,47.86,0.0,0.0,,0.0,0.0,,6.2,263.0,1027.4,81.8,9.9,2.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,TT351,74466504838,KPWK"
44,O'Hare Chicago,2021-11-02T20:00:00,41.1,37.2,24.9,52.16,0.0,0.0,,0.0,0.0,,5.8,280.0,1027.5,81.8,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
45,O'Hare Chicago,2021-11-02T21:00:00,38.9,35.7,25.0,56.95,0.0,0.0,,0.0,0.0,,4.4,246.0,1027.9,1.4,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
46,O'Hare Chicago,2021-11-02T22:00:00,37.0,33.5,25.9,63.85,0.0,0.0,,0.0,0.0,,4.4,273.0,1028.3,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
47,O'Hare Chicago,2021-11-02T23:00:00,35.1,30.9,25.9,68.67,0.0,0.0,,0.0,0.0,,4.8,276.0,1028.6,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
48,O'Hare Chicago,2021-11-03T00:00:00,34.1,28.9,25.9,71.88,0.0,0.0,,0.0,0.0,,5.7,295.0,1028.8,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
49,O'Hare Chicago,2021-11-03T01:00:00,33.1,29.0,25.9,74.36,0.0,0.0,,0.0,0.0,,4.4,294.0,1029.2,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
50,O'Hare Chicago,2021-11-03T02:00:00,31.9,26.7,25.9,78.26,0.0,0.0,,0.0,0.0,,5.3,303.0,1029.3,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
51,O'Hare Chicago,2021-11-03T03:00:00,31.9,28.9,24.9,75.14,0.0,0.0,,0.0,0.0,,3.2,313.0,1029.4,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
52,O'Hare Chicago,2021-11-03T04:00:00,30.1,24.6,25.0,80.93,0.0,0.0,,0.0,0.0,,5.3,265.0,1029.2,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
53,O'Hare Chicago,2021-11-03T05:00:00,30.0,24.4,24.0,78.25,0.0,0.0,,0.0,0.0,,5.4,264.0,1029.3,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
54,O'Hare Chicago,2021-11-03T06:00:00,29.9,24.4,24.0,78.25,0.0,0.0,,0.0,0.0,,5.2,293.0,1029.8,23.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
55,O'Hare Chicago,2021-11-03T07:00:00,29.8,23.9,24.0,78.62,0.0,0.0,,0.0,0.0,,5.6,301.0,1029.9,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
56,O'Hare Chicago,2021-11-03T08:00:00,30.0,26.8,24.1,78.52,0.0,0.0,,0.0,0.0,,3.2,302.0,1030.0,24.5,9.9,20.0,0.1,0.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
57,O'Hare Chicago,2021-11-03T09:00:00,34.1,34.1,26.0,72.0,0.0,0.0,,0.0,0.0,,0.4,355.0,1030.4,24.5,9.9,143.0,0.5,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
58,O'Hare Chicago,2021-11-03T10:00:00,39.0,36.5,25.0,56.99,0.0,0.0,,0.0,0.0,,3.6,331.0,1030.7,24.5,9.9,280.0,1.0,3.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
59,O'Hare Chicago,2021-11-03T11:00:00,41.2,41.2,22.8,47.69,0.0,0.0,,0.0,0.0,,0.2,356.0,1030.8,46.1,9.9,253.0,0.9,3.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
60,O'Hare Chicago,2021-11-03T12:00:00,42.3,38.5,22.8,45.62,0.0,0.0,,0.0,0.0,,6.0,298.0,1030.6,46.1,9.9,178.0,0.6,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
61,O'Hare Chicago,2021-11-03T13:00:00,43.2,39.1,22.9,44.22,0.0,0.0,,0.0,0.0,,6.7,281.0,1029.7,87.7,9.9,240.0,0.9,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
62,O'Hare Chicago,2021-11-03T14:00:00,44.9,40.7,24.6,44.59,0.0,0.0,,0.0,0.0,,7.8,310.0,1028.7,88.7,9.9,149.0,0.5,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
63,O'Hare Chicago,2021-11-03T15:00:00,43.3,38.2,22.9,44.13,0.0,0.0,,0.0,0.0,18.3,8.9,292.0,1028.1,89.5,9.9,151.0,0.5,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
64,O'Hare Chicago,2021-11-03T16:00:00,43.1,37.5,22.8,44.19,0.0,0.0,,0.0,0.0,,9.9,318.0,1027.8,88.7,9.9,180.0,0.6,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
65,O'Hare Chicago,2021-11-03T17:00:00,41.2,37.3,21.7,45.47,0.0,0.0,,0.0,0.0,,5.9,308.0,1028.0,89.5,9.9,60.0,0.2,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
66,O'Hare Chicago,2021-11-03T18:00:00,40.0,35.1,22.7,49.78,0.0,0.0,,0.0,0.0,,7.0,329.0,1028.0,89.5,9.9,10.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
67,O'Hare Chicago,2021-11-03T19:00:00,39.8,35.1,21.8,48.14,0.0,0.0,,0.0,0.0,,6.7,338.0,1028.3,88.7,9.9,2.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,TT351,74466504838,KPWK"
68,O'Hare Chicago,2021-11-03T20:00:00,38.1,34.6,21.7,51.34,0.0,0.0,,0.0,0.0,,4.7,340.0,1028.4,86.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
69,O'Hare Chicago,2021-11-03T21:00:00,36.0,31.6,22.0,56.46,0.0,0.0,,0.0,0.0,,5.3,332.0,1028.1,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
70,O'Hare Chicago,2021-11-03T22:00:00,35.8,33.4,23.0,59.44,0.0,0.0,,0.0,0.0,,3.2,295.0,1028.0,23.1,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
71,O'Hare Chicago,2021-11-03T23:00:00,33.1,30.3,24.9,71.44,0.0,0.0,,0.0,0.0,,3.2,276.0,1028.4,48.2,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
72,O'Hare Chicago,2021-11-04T00:00:00,33.1,29.1,24.9,71.33,0.0,0.0,,0.0,0.0,,4.3,275.0,1028.5,81.8,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
73,O'Hare Chicago,2021-11-04T01:00:00,32.1,27.9,24.1,72.15,0.0,0.0,,0.0,0.0,,4.3,263.0,1028.4,78.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
74,O'Hare Chicago,2021-11-04T02:00:00,31.8,31.8,24.1,72.93,0.0,0.0,,0.0,0.0,,2.9,285.0,1028.0,45.0,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
75,O'Hare Chicago,2021-11-04T03:00:00,30.0,30.0,24.0,78.35,0.0,0.0,,0.0,0.0,,2.9,276.0,1027.8,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
76,O'Hare Chicago,2021-11-04T04:00:00,29.9,29.9,23.0,75.09,0.0,0.0,,0.0,0.0,,0.0,0.0,1027.5,24.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
77,O'Hare Chicago,2021-11-04T05:00:00,29.7,29.7,24.0,78.96,0.0,0.0,,0.0,0.0,,0.2,350.0,1027.5,78.6,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
78,O'Hare Chicago,2021-11-04T06:00:00,31.8,29.0,24.3,73.44,0.0,0.0,,0.0,0.0,,3.1,253.0,1028.0,90.1,9.9,,,,,Overcast,cloudy,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
79,O'Hare Chicago,2021-11-04T07:00:00,33.9,33.9,25.0,69.74,0.0,0.0,,0.0,0.0,,2.9,267.0,1027.8,89.5,9.9,,,,,Partially cloudy,partly-cloudy-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
80,O'Hare Chicago,2021-11-04T08:00:00,35.0,32.6,26.2,69.83,0.0,0.0,,0.0,0.0,,3.1,253.0,1028.1,99.4,8.9,14.0,0.1,0.0,,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
81,O'Hare Chicago,2021-11-04T09:00:00,37.1,37.1,26.2,64.23,0.0,0.0,,0.0,0.0,,2.9,220.0,1028.3,99.4,9.9,59.0,0.2,1.0,,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
82,O'Hare Chicago,2021-11-04T10:00:00,39.8,38.1,26.3,58.01,0.0,0.0,,0.0,0.0,,3.1,245.0,1028.4,100.0,9.9,139.0,0.5,1.0,,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
83,O'Hare Chicago,2021-11-04T11:00:00,42.2,40.3,21.2,42.94,0.0,0.0,,0.0,0.0,,3.5,218.0,1028.6,100.0,9.9,165.0,0.6,2.0,,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
84,O'Hare Chicago,2021-11-04T12:00:00,43.2,39.6,19.9,39.05,0.0,0.0,,0.0,0.0,,5.9,221.0,1028.6,90.1,9.9,237.0,0.9,2.0,,Overcast,cloudy,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
85,O'Hare Chicago,2021-11-04T13:00:00,46.1,43.5,22.7,39.34,0.0,0.0,,0.0,0.0,,5.2,174.0,1027.8,28.4,9.9,156.0,0.6,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
86,O'Hare Chicago,2021-11-04T14:00:00,46.2,41.8,24.8,42.77,0.0,0.0,,0.0,0.0,,9.0,239.0,1027.2,89.5,9.9,289.0,1.0,3.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
87,O'Hare Chicago,2021-11-04T15:00:00,46.3,41.4,26.0,44.76,0.0,0.0,,0.0,0.0,,10.2,238.0,1026.8,89.5,9.9,206.0,0.7,2.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
88,O'Hare Chicago,2021-11-04T16:00:00,46.2,41.7,26.8,46.45,0.0,0.0,,0.0,0.0,,9.2,229.0,1026.6,83.9,9.9,108.0,0.4,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
89,O'Hare Chicago,2021-11-04T17:00:00,46.2,44.4,26.8,46.44,0.0,0.0,,0.0,0.0,,4.1,211.0,1026.2,27.7,9.9,68.0,0.2,1.0,,Partially cloudy,partly-cloudy-day,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
90,O'Hare Chicago,2021-11-04T18:00:00,44.1,41.4,27.9,52.65,0.0,0.0,,0.0,0.0,,4.8,200.0,1026.3,24.5,9.9,13.0,0.0,0.0,,Partially cloudy,partly-cloudy-night,"72534014819,AP878,KORD,72530094846,KMDW,74466504838,KPWK"
91,O'Hare Chicago,2021-11-04T19:00:00,42.1,39.1,28.8,58.92,0.0,0.0,,0.0,0.0,,4.8,201.0,1026.1,1.4,9.9,2.0,0.0,0.0,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,TT351,74466504838,KPWK"
92,O'Hare Chicago,2021-11-04T20:00:00,40.9,37.8,28.8,61.78,0.0,0.0,,0.0,0.0,,4.7,208.0,1026.1,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
93,O'Hare Chicago,2021-11-04T21:00:00,38.9,35.7,28.8,66.82,0.0,0.0,,0.0,0.0,,4.4,215.0,1026.1,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
94,O'Hare Chicago,2021-11-04T22:00:00,38.7,34.7,28.8,67.34,0.0,0.0,,0.0,0.0,,5.3,206.0,1026.2,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
95,O'Hare Chicago,2021-11-04T23:00:00,37.7,33.5,28.8,70.01,0.0,0.0,,0.0,0.0,,5.4,215.0,1026.5,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
96,O'Hare Chicago,2021-11-05T00:00:00,36.8,32.4,28.7,72.34,0.0,0.0,,0.0,0.0,,5.4,215.0,1026.5,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
97,O'Hare Chicago,2021-11-05T01:00:00,36.8,32.5,28.8,72.46,0.0,0.0,,0.0,0.0,,5.3,215.0,1026.7,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
98,O'Hare Chicago,2021-11-05T02:00:00,35.8,30.5,28.7,75.27,0.0,0.0,,0.0,0.0,,6.3,224.0,1026.8,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
99,O'Hare Chicago,2021-11-05T03:00:00,35.7,32.1,27.9,73.0,0.0,0.0,,0.0,0.0,,4.3,215.0,1026.8,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
100,O'Hare Chicago,2021-11-05T04:00:00,34.7,30.6,27.8,75.71,0.0,0.0,,0.0,0.0,,4.7,205.0,1027.0,0.0,9.9,,,,,Clear,clear-night,"72534014819,KORD,72530094846,KMDW,74466504838,KPWK"
